-5.2847e-05,3.2231e-05,0.0016192
0.0075567,-0.0042486,0.0073118
0.0051363,-0.018069,0.017525
2.797e-05,-0.014942,0.019439
0.006317,-0.019458,0.029778
0.0042773,-0.012301,0.014172
0.0018525,-0.00050094,0.033411
0.0031234,-0.0036032,0.02976
0.0042361,-0.0019139,0.041548
0.0034924,0.0025576,0.060621
-0.00053713,0.00020466,0.078635
-0.0031567,-0.0017363,0.12365
-0.0013981,-0.014491,0.078421
-0.013602,-0.016876,0.12734
-0.01665,-0.018806,0.14179
-0.021138,-0.011293,0.15697
-0.029516,0.00383,0.16696
-0.038063,0.0030137,0.18475
-0.030612,7.3909e-05,0.20276
-0.032009,-0.00095204,0.218
-0.032818,0.0056196,0.23576
-0.029949,0.014676,0.25096
-0.030196,0.024831,0.27059
-0.031763,0.025122,0.29454
-0.041524,0.018724,0.32247
-0.044874,0.020529,0.34016
-0.051011,0.025825,0.36847
-0.044225,0.028464,0.37089
-0.040348,0.023519,0.39567
-0.039616,0.027719,0.40965
-0.043919,0.022114,0.41438
-0.041432,0.008851,0.43724
-0.040406,0.0070358,0.44961
-0.038638,0.017832,0.46013
-0.038988,0.023814,0.47793
-0.039882,0.018551,0.49115
-0.041857,0.015754,0.49664
-0.043563,0.0085415,0.50583
-0.046534,0.01108,0.5267
-0.05081,0.023625,0.56693
-0.043007,0.022317,0.53565
-0.048741,0.019462,0.56926
-0.05896,0.019418,0.58578
-0.065849,0.01473,0.59291
-0.062094,0.015148,0.60772
-0.057372,0.019979,0.61705
-0.063993,0.0052556,0.62892
-0.060526,0.0026009,0.64864
-0.064282,-0.0114,0.68696
-0.066428,-0.0044042,0.67147
-0.061833,-0.0016529,0.67935
-0.045702,0.0053795,0.68863
-0.044659,0.0091336,0.69084
-0.049547,0.010201,0.69188
-0.045881,0.013954,0.688
-0.039154,0.022135,0.68056
-0.030436,0.03621,0.67039
-0.02161,0.03946,0.66295
-0.012978,0.040295,0.64389
-0.0072843,0.044208,0.63811
-0.0065868,0.041165,0.62327
-0.0028136,0.040089,0.60648
0.00037534,0.039552,0.60322
-0.0014986,0.035505,0.56575
0.0076039,0.024548,0.57002
0.014083,0.027256,0.55884
0.013618,0.032404,0.56493
0.021254,0.035226,0.57727
0.024066,0.035712,0.5948
0.033116,0.028846,0.60656
0.044913,0.035258,0.62891
0.049767,0.038984,0.62355
0.069471,0.042444,0.64544
0.077159,0.041406,0.6623
0.076239,0.042849,0.65694
0.075801,0.037532,0.66927
0.081063,0.028819,0.6774
0.089486,0.025402,0.69162
0.096538,0.032274,0.68721
0.10862,0.036156,0.68796
0.11595,0.044083,0.677
